content,score,label,reviewCreatedVersion,at,appVersion,content_lower_case
"jadi gini kemarin temen kirim barang dari pondok benda ke tangerang kota itu sangat jauh.. dan pihak driver cuma dapat 40ribu kotor karena belum di hitung bensin dan biaya motor lainya.. bagi saya sebagai manager lapangan di salah 1 perusahaan itu sangat kecil jika kalkulasi bersih hanya tersisa mungkin 20ribu.. untuk temen"" pengguna setidak berikan driver uang lebih sebagai tip.. bagi kita sedikit mungkin bagi mereka membantu banyak.. kita tidak pernah tau apa yang akan terjadi di jalan",3,0,4.27.2,2025-10-03 10:36:51,4.27.2,jadi gini kemarin temen kirim barang dari pondok benda ke tangerang kota itu sangat jauh dan pihak driver cuma dapat 40ribu kotor karena belum di hitung bensin dan biaya motor lainya bagi saya sebagai manager lapangan di salah 1 perusahaan itu sangat kecil jika kalkulasi bersih hanya tersisa mungkin 20ribu untuk temen pengguna setidak berikan driver uang lebih sebagai tip bagi kita sedikit mungkin bagi mereka membantu banyak kita tidak pernah tau apa yang akan terjadi di jalan
"notifikasi tagihan listrik selalu muncul terus, ganggu. padahal awal bulan... chat bantuan juga gk bisa di chat, sampah banget",1,0,5.33.1,2025-10-03 10:34:53,5.33.1,notifikasi tagihan listrik selalu muncul terus ganggu padahal awal bulan chat bantuan juga gk bisa di chat sampah banget
Nyman bersama gojek,5,1,5.33.1,2025-10-03 10:31:16,5.33.1,nyman bersama gojek
tiba2 gojek plus buat gofood dinaikan jd minimal 40 rb yg asal 30 rb. udah gt penanganan yg katanya ada buat parkir eh malah driver selalu minta parkir. ga masalah sih kalau driver minta parkir sesuatu hal yg wajar. tp kan ini aplikasi udah tarik dana parkir jg. yg jujurlah,2,0,5.22.2,2025-10-03 10:29:51,5.22.2,tiba2 gojek plus buat gofood dinaikan jd minimal 40 rb yg asal 30 rb udah gt penanganan yg katanya ada buat parkir eh malah driver selalu minta parkir ga masalah sih kalau driver minta parkir sesuatu hal yg wajar tp kan ini aplikasi udah tarik dana parkir jg yg jujurlah
mengecewakan,1,0,5.33.1,2025-10-03 10:25:54,5.33.1,mengecewakan
Mohon Tolong di perbaiki aplikasi nya saya tidak bisa pesan makanan Setiap kali Persen makanan Di batal kan dan tidak bisa pesen makanan di Gomart🙏🙏🙏🙏🙏,5,1,5.34.1,2025-10-03 10:24:13,5.34.1,mohon tolong di perbaiki aplikasi nya saya tidak bisa pesan makanan setiap kali persen makanan di batal kan dan tidak bisa pesen makanan di gomart
layanan yang diberikan sangat bagus dan nyaman,5,1,5.33.1,2025-10-03 10:18:29,5.33.1,layanan yang diberikan sangat bagus dan nyaman
mantap,5,1,5.34.1,2025-10-03 10:11:55,5.34.1,mantap
"naik grab mobil pas bbrp meter mau sampai rumah tiba-tiba harganya naik 2 kali lipat lebih, sangat mengecewakan",1,0,5.34.1,2025-10-03 10:11:31,5.34.1,naik grab mobil pas bbrp meter mau sampai rumah tiba tiba harganya naik 2 kali lipat lebih sangat mengecewakan
"aplikasi anjjnh, eror pas pentinh bangsat",1,0,5.33.1,2025-10-03 10:06:38,5.33.1,aplikasi anjjnh eror pas pentinh bangsat
ok,5,1,5.34.1,2025-10-03 10:01:47,5.34.1,ok
lama nerima SMS ketika bayar pajak,1,0,5.33.1,2025-10-03 9:48:59,5.33.1,lama nerima sms ketika bayar pajak
Good And Simple.,5,1,,2025-10-03 9:46:39,,good and simple
"sorry nih, tadi pas saya mau batalin ojek karena salah pilih metode pembayaran, si drivernya nelpon, terus saya minta buat batalin bookingnya dulu karena salah metode pembayaran, nah drivernya malah ngatain saya pake bahasa kasar, padahal saya udah minta maaf sampai 7×, pas si drivernya nelpon balik, dia malah menghina saya, dia bilang ""gob*ok lu, t*lol"" di situ kan saya udah minta maaf, si driver malah makin ngotot lagi, saya kan jadinya sakit hati. Harusnya bisa mengevaluasi lagi driver ojolny",1,0,5.34.1,2025-10-03 9:42:21,5.34.1,sorry nih tadi pas saya mau batalin ojek karena salah pilih metode pembayaran si drivernya nelpon terus saya minta buat batalin bookingnya dulu karena salah metode pembayaran nah drivernya malah ngatain saya pake bahasa kasar padahal saya udah minta maaf sampai 7 pas si drivernya nelpon balik dia malah menghina saya dia bilang gob ok lu t lol di situ kan saya udah minta maaf si driver malah makin ngotot lagi saya kan jadinya sakit hati harusnya bisa mengevaluasi lagi driver ojolny
Saat darurat perlu kendaraan ada yg selalu siap siaga membantu kita gojek is the best,5,1,,2025-10-03 9:36:15,,saat darurat perlu kendaraan ada yg selalu siap siaga membantu kita gojek is the best
"yang jemputnya kejauhan kasian la, lama juga nunggunya",4,1,5.33.1,2025-10-03 9:28:19,5.33.1,yang jemputnya kejauhan kasian la lama juga nunggunya
baguss aplikasi gojek ini 100 persen aman,5,1,5.30.1,2025-10-03 9:17:05,5.30.1,baguss aplikasi gojek ini 100 persen aman
"mantap jiwa,gojek dihati",5,1,,2025-10-03 9:07:20,,mantap jiwa gojek dihati
driver nya ramah dan sopan,5,1,,2025-10-03 8:51:07,,driver nya ramah dan sopan
Aplikasi Online Mudah Untuk Antar jemput orang dan makanan.,5,1,5.33.1,2025-10-03 8:49:22,5.33.1,aplikasi online mudah untuk antar jemput orang dan makanan
Alhamdulillah terbantu dengan adanya gojek.. 😁,5,1,5.33.1,2025-10-03 8:33:36,5.33.1,alhamdulillah terbantu dengan adanya gojek
tolong dong dikasih mode gelap biar lebih nyaman...,4,1,5.33.1,2025-10-03 8:28:06,5.33.1,tolong dong dikasih mode gelap biar lebih nyaman
ayam lalapan Haikal,5,1,5.33.1,2025-10-03 8:21:58,5.33.1,ayam lalapan haikal
Good Job,5,1,,2025-10-03 8:21:54,,good job
sat set nyampe,5,1,4.12.2001,2025-10-03 8:18:22,4.12.2001,sat set nyampe
mantap,5,1,5.33.1,2025-10-03 8:15:45,5.33.1,mantap
drivernya ramah dan baik sangat membantu sekali,5,1,5.33.1,2025-10-03 7:41:42,5.33.1,drivernya ramah dan baik sangat membantu sekali
"Halo, ini aplikasi Gopaylater saya kenapa tidak bisa di gunakan setiap akan melakukan pembayaran di Tokopedia. Pdhal itu toko Official yg bekerja sama dengan Gojek. Selalu notif di tinjau ulang, di coba bulan berikutnya pun tetap sama. Apakah limit saya cuma Gimmick aja ?? .. alias cuma PHP !!!",1,0,5.33.1,2025-10-03 7:40:30,5.33.1,halo ini aplikasi gopaylater saya kenapa tidak bisa di gunakan setiap akan melakukan pembayaran di tokopedia pdhal itu toko official yg bekerja sama dengan gojek selalu notif di tinjau ulang di coba bulan berikutnya pun tetap sama apakah limit saya cuma gimmick aja alias cuma php
secara keseluruhan aplikasi sudah bagus.... hanya kendala titik lokasi detail yang masih sangat lemah tolong mapnya di canggih kan sedikit aja,2,0,5.32.1,2025-10-03 7:36:46,5.32.1,secara keseluruhan aplikasi sudah bagus hanya kendala titik lokasi detail yang masih sangat lemah tolong mapnya di canggih kan sedikit aja
amburadul gojek ini semenjak gak d pegang nadim,1,0,,2025-10-03 7:34:22,,amburadul gojek ini semenjak gak d pegang nadim
nice,5,1,5.32.1,2025-10-03 6:55:40,5.32.1,nice
"habis update, knp skrg jadi lemot jek. tlg munculin lagi di jarak penjemputan di layanan goride.",1,0,5.33.1,2025-10-03 6:48:44,5.33.1,habis update knp skrg jadi lemot jek tlg munculin lagi di jarak penjemputan di layanan goride
bagus..ramah,5,1,5.33.1,2025-10-03 6:44:18,5.33.1,bagus ramah
sangat membantu,5,1,,2025-10-03 6:41:54,,sangat membantu
"fitur chat gak bisa, Udh uninstal instal lagi pas keluarin aplikasi fitur chat hilang",1,0,,2025-10-03 6:32:24,,fitur chat gak bisa udh uninstal instal lagi pas keluarin aplikasi fitur chat hilang
tidak menemukan driver dua kali untuk mengantar makanan. baru bisa dibatalkan setelah satu jam. dua jam jadi telat makan! jauh lebih baik aplikasi Gr*b,1,0,5.34.1,2025-10-03 6:11:27,5.34.1,tidak menemukan driver dua kali untuk mengantar makanan baru bisa dibatalkan setelah satu jam dua jam jadi telat makan jauh lebih baik aplikasi gr b
"Sangat terbantu, untuk kaum mageran, pngen makanan apapun tinggal order go food... perbnyak promo go food dong",5,1,5.33.1,2025-10-03 6:09:34,5.33.1,sangat terbantu untuk kaum mageran pngen makanan apapun tinggal order go food perbnyak promo go food dong
bagus gojek yg juara respon baik sekali,5,1,5.32.1,2025-10-03 5:59:54,5.32.1,bagus gojek yg juara respon baik sekali
sayang nya perjalanan tdk bisa di bagi kan. seperti apk lain. mohon di buak kan,4,1,5.33.1,2025-10-03 5:51:10,5.33.1,sayang nya perjalanan tdk bisa di bagi kan seperti apk lain mohon di buak kan
murah dapat goride 1000 aman dan nyaman.. tingkatkan terus promonya yah.. lumayan baget apalagi buat anak skull 🙏🏻😍,5,1,5.30.1,2025-10-03 5:46:48,5.30.1,murah dapat goride 1000 aman dan nyaman tingkatkan terus promonya yah lumayan baget apalagi buat anak skull
"sudah di beri ijin akses lokasi, lokasi default di filipina, mau coba tetep order tidak bisa, mau hubungi cs lewat menu bantuan tidak tersedia, whatssap call center tidak ada, email tidak ada, ini kok jadi tidak jelas sekarang? kembali ke indonesia mau coba pakai lagi kok memprihatinkan layanannya",2,0,5.34.1,2025-10-03 5:35:13,5.34.1,sudah di beri ijin akses lokasi lokasi default di filipina mau coba tetep order tidak bisa mau hubungi cs lewat menu bantuan tidak tersedia whatssap call center tidak ada email tidak ada ini kok jadi tidak jelas sekarang kembali ke indonesia mau coba pakai lagi kok memprihatinkan layanannya
saya kasih bintang 1 karena alasan istri saya lama menunggu tidak dapat dapat gojek satupun kalian niat ngga sih cari ojek nya🙄,1,0,5.33.1,2025-10-03 5:10:38,5.33.1,saya kasih bintang 1 karena alasan istri saya lama menunggu tidak dapat dapat gojek satupun kalian niat ngga sih cari ojek nya
one tap tolol salah pencet gua,1,0,,2025-10-03 5:09:13,,one tap tolol salah pencet gua
"sekarang kalau order gofood terlalu lama hampir 1 jam nunggu makanan gak datang"" juga 😮‍💨",2,0,5.14.2,2025-10-03 5:08:43,5.14.2,sekarang kalau order gofood terlalu lama hampir 1 jam nunggu makanan gak datang juga
ok Lah,5,1,5.26.1,2025-10-03 4:48:32,5.26.1,ok lah
mantaaaap,5,1,5.17.1,2025-10-03 4:47:58,5.17.1,mantaaaap
aplikasi tak beres,1,0,5.19.2,2025-10-03 4:40:12,5.19.2,aplikasi tak beres
mantap,5,1,,2025-10-03 4:39:32,,mantap
Mantapp!🔥,5,1,5.29.2,2025-10-03 4:27:18,5.29.2,mantapp
mamtap,5,1,,2025-10-03 3:57:56,,mamtap
sangat membantu,5,1,5.33.1,2025-10-03 3:50:46,5.33.1,sangat membantu
ngeresek,1,0,,2025-10-03 3:38:35,,ngeresek
dengan layanan gofood hemat.. jadi lebih terjangkau.. terimakasih banyak,1,0,5.33.1,2025-10-03 3:33:31,5.33.1,dengan layanan gofood hemat jadi lebih terjangkau terimakasih banyak
"Baik, terimakasih..",5,1,,2025-10-03 3:27:23,,baik terimakasih
sangt membntu,5,1,5.34.1,2025-10-03 3:22:51,5.34.1,sangt membntu
gagal terus prepikasi wajah tau gak bisa di pake cepat,1,0,,2025-10-03 3:21:01,,gagal terus prepikasi wajah tau gak bisa di pake cepat
ok,5,1,5.29.2,2025-10-03 3:01:16,5.29.2,ok
mantap perjalanan lebih mudah,5,1,5.33.1,2025-10-03 2:43:42,5.33.1,mantap perjalanan lebih mudah
sangat membantu,5,1,5.32.1,2025-10-03 2:16:43,5.32.1,sangat membantu
"Sangat disayangkan apk se besar ini, tidak menyediakan ruang untuk komplain jika diterima barang basi/ atau sudah expired melalu GoMart, sehingga akan menguntungkan Market/Mart (mini, super) yg jelas curang menjual barang basi tidak kena tegur bahkan sanksi, apalagi yg sengaja menghilangkan tulisan expired date.....",3,0,5.33.1,2025-10-03 1:57:23,5.33.1,sangat disayangkan apk se besar ini tidak menyediakan ruang untuk komplain jika diterima barang basi atau sudah expired melalu gomart sehingga akan menguntungkan market mart mini super yg jelas curang menjual barang basi tidak kena tegur bahkan sanksi apalagi yg sengaja menghilangkan tulisan expired date
Driver tidak ada yang menerima,1,0,,2025-10-03 1:01:08,,driver tidak ada yang menerima
bagus,5,1,,2025-10-03 0:47:57,,bagus
mntap,5,1,5.33.1,2025-10-03 0:44:48,5.33.1,mntap
"terimakasih atas pelayanannya, baik driver maupun sistem sangat membantu",5,1,5.33.1,2025-10-03 0:43:31,5.33.1,terimakasih atas pelayanannya baik driver maupun sistem sangat membantu
Muantap,5,1,,2025-10-03 0:43:31,,muantap
cepet n banyak promo,5,1,5.33.1,2025-10-03 0:29:33,5.33.1,cepet n banyak promo
sangat membantu,5,1,5.34.1,2025-10-03 0:25:56,5.34.1,sangat membantu
bagus dan cepat,5,1,5.21.1,2025-10-03 0:07:28,5.21.1,bagus dan cepat
bodoh mesen driver udah 1 jam gak dapet dapet,1,0,5.33.1,2025-10-02 23:56:23,5.33.1,bodoh mesen driver udah 1 jam gak dapet dapet
"drivernya milih"" knct",1,0,,2025-10-02 23:55:02,,drivernya milih knct
Good,5,1,5.14.2,2025-10-02 23:51:35,5.14.2,good
Alhamdulillah terbantu,5,1,,2025-10-02 23:49:53,,alhamdulillah terbantu
"mas2nya baik,ramah,tepat wkt",5,1,5.26.1,2025-10-02 23:35:34,5.26.1,mas2nya baik ramah tepat wkt
good app,5,1,5.34.1,2025-10-02 23:32:53,5.34.1,good app
ok,5,1,5.33.1,2025-10-02 23:07:50,5.33.1,ok
"Tingkatkan selalu, pelayanan untuk mitra dan konsumen.",5,1,5.33.1,2025-10-02 23:03:03,5.33.1,tingkatkan selalu pelayanan untuk mitra dan konsumen
ok,5,1,,2025-10-02 22:46:15,,ok
beli paket data gbs²,1,0,5.34.1,2025-10-02 22:39:44,5.34.1,beli paket data gbs
sangat simple. godjob,5,1,5.33.1,2025-10-02 22:37:51,5.33.1,sangat simple godjob
Gojek nyaman,5,1,,2025-10-02 22:22:01,,gojek nyaman
layanan yang baik,5,1,,2025-10-02 22:09:24,,layanan yang baik
kl bs banyak potongan lg dong,5,1,5.29.2,2025-10-02 22:08:57,5.29.2,kl bs banyak potongan lg dong
baik,5,1,5.33.1,2025-10-02 21:29:27,5.33.1,baik
terbaik baik Gojek,5,1,5.33.1,2025-10-02 18:55:33,5.33.1,terbaik baik gojek
aplikasi yang sangat berguna,5,1,5.33.1,2025-10-02 18:00:28,5.33.1,aplikasi yang sangat berguna
biarlah bintang yg berbicara,5,1,,2025-10-02 17:56:23,,biarlah bintang yg berbicara
limit yg sudah dapet Tiba tiba hilang gar gara update ko sistemnya jelek begini ya beda sama Oren sudah dapet limit ya sudah TDK ada pengajuan ulang lagi dan limit masihtetap utuh malah naik,1,0,5.33.1,2025-10-02 17:41:19,5.33.1,limit yg sudah dapet tiba tiba hilang gar gara update ko sistemnya jelek begini ya beda sama oren sudah dapet limit ya sudah tdk ada pengajuan ulang lagi dan limit masihtetap utuh malah naik
bagusss,5,1,5.33.1,2025-10-02 17:04:10,5.33.1,bagusss
Gojek aplikasi bagus,5,1,4.72.1,2025-10-02 16:44:24,4.72.1,gojek aplikasi bagus
"sampai tempat tujuan dengan cepat, dan diprioritaskan",5,1,,2025-10-02 16:19:00,,sampai tempat tujuan dengan cepat dan diprioritaskan
"Tolong yah pihak gojek, biasanya gojek itu terkenal dengan tarifnya yg jauh lebih murah loh daripada platfrom lain yg serupa, tapi ini kenapa skrng malah kalah sama apk sebelah? di g*r*a*b aja paling murah hemat Rp.7.500 ini di gojek kok paling hemat malah ampe 9rb? kyk kebalik nih harganya, gojek harusnya lebih murah lagi, 6rb atau 7rb pas kek gitu. Kembalikan Harga gojek yg dulu!! dulu aku biasa dpt di 6/7rb an sekarang kok 9rb haduhhh",2,0,5.33.1,2025-10-02 16:14:01,5.33.1,tolong yah pihak gojek biasanya gojek itu terkenal dengan tarifnya yg jauh lebih murah loh daripada platfrom lain yg serupa tapi ini kenapa skrng malah kalah sama apk sebelah di g r a b aja paling murah hemat rp 7 500 ini di gojek kok paling hemat malah ampe 9rb kyk kebalik nih harganya gojek harusnya lebih murah lagi 6rb atau 7rb pas kek gitu kembalikan harga gojek yg dulu dulu aku biasa dpt di 6 7rb an sekarang kok 9rb haduhhh
titik jemput nya suka ngawur gj,1,0,5.33.1,2025-10-02 16:02:56,5.33.1,titik jemput nya suka ngawur gj
seeppp,5,1,5.33.1,2025-10-02 16:01:15,5.33.1,seeppp
"Gopaylater make 50rb, bayar kelewat sehari saja 50rb, apk taexxxxs",1,0,5.33.1,2025-10-02 16:00:22,5.33.1,gopaylater make 50rb bayar kelewat sehari saja 50rb apk taexxxxs
JELEKKKK SUMPAH UNTUK APA ADA FITUR NGEBATALIN KALO GABISA NGEBATALIN,1,0,5.33.1,2025-10-02 15:14:03,5.33.1,jelekkkk sumpah untuk apa ada fitur ngebatalin kalo gabisa ngebatalin
masukan buat gojek kenapa sepi buat para mitra usaha di gojek coba perbaiki Lg di pelayanan driver Hargo untuk lonjakan Hargo pake sistem dulu aja di atas jam 12 kasih lonjakan. Jagan seperti skg yg lonjakannya ada di fitur Xpres itu malah berat untuk costumer dan costumer jadi pada pindah ke aplikasi oren.yg ga ribet soal stimasi pengantaran.coba di pertimbangkan lagi krna dr pajak mitra usaha gojek pun gojek sudah dapet pajak 20% Jagan Maruk banget la gojek.. tolong di pertimbangkan kan Lg,1,0,5.33.1,2025-10-02 15:09:54,5.33.1,masukan buat gojek kenapa sepi buat para mitra usaha di gojek coba perbaiki lg di pelayanan driver hargo untuk lonjakan hargo pake sistem dulu aja di atas jam 12 kasih lonjakan jagan seperti skg yg lonjakannya ada di fitur xpres itu malah berat untuk costumer dan costumer jadi pada pindah ke aplikasi oren yg ga ribet soal stimasi pengantaran coba di pertimbangkan lagi krna dr pajak mitra usaha gojek pun gojek sudah dapet pajak 20 jagan maruk banget la gojek tolong di pertimbangkan kan lg
selama ini istimewa,5,1,5.33.1,2025-10-02 15:04:17,5.33.1,selama ini istimewa
sangat membantu,5,1,5.30.1,2025-10-02 14:57:54,5.30.1,sangat membantu
"senang pakai gojek, supirnya ramah dan sopan. kendaraannya prima. pokoknya ok banget.",5,1,5.33.1,2025-10-02 14:33:48,5.33.1,senang pakai gojek supirnya ramah dan sopan kendaraannya prima pokoknya ok banget
kemudahan saat di butuhkan,5,1,5.33.1,2025-10-02 14:31:01,5.33.1,kemudahan saat di butuhkan
status paket saya tidak ada kejelasan dan tidak sampai padahal itu makanan.Sehari lebih masa status d apk gojek masih dalam pengantaran. Pihak gojek sudah ditelp bbrp kali tidak ada kejelasan penyelesaiannya. Saya rugi kalau nganter paket tidak sampai ke customer. Komplain jg percuma tidak ada tindak lanjut. Cuma dikasih no laporan yang tidak tahu kapan tindakannya. Saldo sudah kepotong tidak balik paket tidak sampai. Aduh mending nga pakai lagi ni aplikasi. Kecewa berat!!!,1,0,,2025-10-02 14:13:10,,status paket saya tidak ada kejelasan dan tidak sampai padahal itu makanan sehari lebih masa status d apk gojek masih dalam pengantaran pihak gojek sudah ditelp bbrp kali tidak ada kejelasan penyelesaiannya saya rugi kalau nganter paket tidak sampai ke customer komplain jg percuma tidak ada tindak lanjut cuma dikasih no laporan yang tidak tahu kapan tindakannya saldo sudah kepotong tidak balik paket tidak sampai aduh mending nga pakai lagi ni aplikasi kecewa berat
saya sangat puas dengan aplikasi ini dan sangat membantu,5,1,,2025-10-02 13:58:05,,saya sangat puas dengan aplikasi ini dan sangat membantu
jadi gampang mau kemana aja...,5,1,,2025-10-02 13:57:36,,jadi gampang mau kemana aja
sangat² membantuuuu,5,1,5.31.2,2025-10-02 13:50:01,5.31.2,sangat membantuuuu
aedih banget kadang ga dapet driver gagara juh jauh😭 tpi gapapa okee,4,1,,2025-10-02 13:47:37,,aedih banget kadang ga dapet driver gagara juh jauh tpi gapapa okee
top aplikasi luar biasa,5,1,,2025-10-02 13:26:54,,top aplikasi luar biasa
mantab buat gojek,5,1,5.33.1,2025-10-02 13:23:33,5.33.1,mantab buat gojek
"pesan instant di shopee pakai gosend, lama x cok, 3 jam aku nunggu ga dapat""",1,0,,2025-10-02 13:09:45,,pesan instant di shopee pakai gosend lama x cok 3 jam aku nunggu ga dapat
terima kasih atas perbaikan bug yg dilakukan sebelumnya,5,1,5.30.1,2025-10-02 13:03:50,5.30.1,terima kasih atas perbaikan bug yg dilakukan sebelumnya
pelayanan jelek gofood mahal udah gitu lama bngt padahal pakek yg prioritas begitu nyampek makanan udah dingin,1,0,5.33.1,2025-10-02 13:03:45,5.33.1,pelayanan jelek gofood mahal udah gitu lama bngt padahal pakek yg prioritas begitu nyampek makanan udah dingin
"payah kali pesen go food nunggu 1 jam belom di tambah waktu pengiriman, udah ga bisa chat restonya lagi tau gini mending pake layanan lain",1,0,5.31.2,2025-10-02 12:54:12,5.31.2,payah kali pesen go food nunggu 1 jam belom di tambah waktu pengiriman udah ga bisa chat restonya lagi tau gini mending pake layanan lain
good bangetttt,5,1,5.33.1,2025-10-02 12:50:16,5.33.1,good bangetttt
sesuai kebutuhan,5,1,5.33.1,2025-10-02 12:48:10,5.33.1,sesuai kebutuhan
"Kalo emang bagi driver fitur hemat itu merugikan mending di hapus aja deh.. kita sbg customer make fitur itu gak dianggap bgt, fungsi chat di aplikasi juga gak guna.. responnya lambat kalo emang gamau ngambil orderan ya mending di cancel aja dari aplikasi drivernya. baru ini make gojek tapi kecewa begini...",2,0,5.23.1,2025-10-02 12:23:51,5.23.1,kalo emang bagi driver fitur hemat itu merugikan mending di hapus aja deh kita sbg customer make fitur itu gak dianggap bgt fungsi chat di aplikasi juga gak guna responnya lambat kalo emang gamau ngambil orderan ya mending di cancel aja dari aplikasi drivernya baru ini make gojek tapi kecewa begini
